,SAMPLE,SERIAL,PERNUM,wage,sex,age,bpl,hisp,speakeng,asian,black,white,unempl,typhrs,degr,edu,grad,opl,inclvl,natage,yrusa,ageimmig,selfemp
277338,202201,1325442,1,64000,1,37,502,1,3,1,0,0,0,40,1,18,1,1,0,33,36,1,0
277340,202201,1325445,2,87000,1,44,200,1,4,0,0,1,0,40,1,18,1,1,1,10,32,12,0
277341,202201,1325448,1,57000,1,45,260,1,3,0,1,0,0,40,1,16,0,0,1,39,39,6,0
277343,202201,1325461,1,100000,0,62,515,0,3,1,0,1,0,50,0,12,0,1,1,22,51,11,0
277350,202201,1325471,2,24000,1,53,210,1,5,0,0,0,0,15,0,12,0,1,1,24,48,5,1
277361,202201,1325493,1,178000,0,59,502,0,6,1,0,0,0,23,0,12,0,1,0,37,46,13,0
277370,202201,1325529,3,1200,1,24,517,1,4,1,0,0,0,15,1,16,0,1,1,7,10,14,0
277373,202201,1325532,3,10000,0,18,200,0,4,0,0,1,0,30,0,11,0,1,1,0,18,0,0
277374,202201,1325532,8,23000,0,40,200,0,6,0,0,1,0,40,0,12,0,1,1,12,25,15,0
277387,202201,1325578,1,33000,1,35,200,1,4,0,0,1,0,40,0,12,0,1,1,4,33,2,0
277403,202201,1325625,3,25000,0,40,210,0,3,0,0,1,0,40,0,12,0,1,1,19,32,8,0
277411,202201,1325655,1,24900,1,43,200,1,4,0,0,1,0,37,0,12,0,1,1,7,40,3,0
277415,202201,1325677,1,50000,0,59,200,0,5,0,0,1,0,40,0,12,0,1,1,28,43,16,0
277417,202201,1325677,3,37000,1,29,200,1,4,0,0,1,0,40,0,12,0,1,1,7,26,3,0
277421,202201,1325712,1,55000,0,45,200,0,4,0,0,0,0,40,0,12,0,1,1,20,31,14,0
277422,202201,1325712,4,32000,1,59,200,1,4,0,0,0,0,35,0,12,0,1,1,32,49,10,0
277432,202201,1325755,2,62000,0,39,200,0,5,0,0,1,0,40,0,9,0,1,1,8,25,14,0
277438,202201,1325800,1,68000,1,50,200,1,4,0,0,0,0,30,1,20,1,1,1,28,46,4,0
277442,202201,1325818,1,70000,0,37,200,0,4,0,0,1,0,40,0,12,0,1,1,0,30,7,0
277443,202201,1325818,2,32000,1,38,200,1,5,0,0,1,0,40,0,12,0,1,1,16,33,5,0
277450,202201,1325839,1,156000,0,46,500,0,5,1,0,0,0,40,0,12,0,1,1,23,30,16,0
277482,202201,1325948,1,36000,0,36,515,0,3,1,0,0,0,40,1,18,1,1,1,16,26,10,0
277488,202201,1325970,1,70000,0,39,200,0,4,0,0,0,0,60,0,12,0,1,1,35,34,5,0
277493,202201,1325993,2,4500,0,62,200,0,3,0,0,1,0,20,0,5,0,1,1,23,45,17,0
277502,202201,1326031,2,86000,1,37,465,1,3,0,0,1,0,40,1,16,0,1,1,24,28,9,0
277505,202201,1326045,2,50000,1,37,515,1,4,1,0,0,0,40,1,18,1,1,1,19,33,4,0
277509,202201,1326054,1,23000,1,50,200,1,4,0,0,1,0,40,0,12,0,1,1,21,38,12,0
277530,202201,1326114,1,537000,0,42,200,0,4,0,0,0,0,40,0,13,0,1,1,10,41,1,0
277543,202201,1326155,1,0,0,40,200,0,5,0,0,0,0,40,0,11,0,1,1,17,32,8,1
277549,202201,1326183,2,14000,1,57,300,1,4,0,0,1,0,32,0,12,0,1,1,2,44,13,0
277552,202201,1326196,2,0,1,23,210,1,4,0,0,0,0,40,0,12,0,1,1,14,22,1,1
277553,202201,1326215,1,30000,0,45,210,0,5,0,0,1,0,40,0,12,0,1,1,0,32,13,1
277559,202201,1326254,2,100000,0,45,200,0,4,0,0,1,0,48,0,13,0,1,1,2,36,9,0
277563,202201,1326271,1,58000,1,39,200,1,4,0,0,1,0,40,1,16,0,1,1,18,34,5,0
277575,202201,1326303,1,116000,0,41,200,0,4,0,0,1,0,40,1,16,0,1,1,17,36,5,0
277576,202201,1326303,2,73000,1,44,200,1,4,0,0,1,0,40,1,16,0,1,1,24,33,11,0
277579,202201,1326310,1,0,1,75,453,1,4,0,0,1,0,22,0,12,0,1,0,56,65,10,1
277585,202201,1326345,2,30000,0,43,502,0,3,1,0,0,0,40,0,12,0,1,0,37,38,5,0
277590,202201,1326371,1,9000,1,66,502,1,3,1,0,0,0,14,0,12,0,1,0,58,59,7,0
277614,202201,1326447,2,120000,0,33,465,0,4,0,0,1,0,40,1,18,1,1,1,16,21,12,0
277627,202201,1326481,2,25000,1,25,500,1,5,1,0,0,0,40,1,16,0,1,1,5,10,15,0
277628,202201,1326481,3,10000,1,22,500,1,5,1,0,0,0,15,0,12,0,1,1,4,10,12,0
277638,202201,1326525,4,36000,1,27,300,1,4,0,0,0,0,40,1,16,0,1,1,7,25,2,0
277648,202201,1326566,2,20500,1,81,414,1,3,0,0,1,0,30,1,18,1,0,0,65,71,10,0
277655,202201,1326584,2,95000,1,56,260,1,3,0,1,0,0,40,0,14,0,0,1,37,47,9,0
277660,202201,1326598,1,17300,0,31,451,0,3,0,0,1,0,20,0,13,0,1,0,30,29,2,0
277662,202201,1326605,1,0,0,38,200,0,5,0,0,1,0,50,0,12,0,1,1,16,23,15,1
277678,202201,1326663,3,7500,1,32,200,1,4,0,0,1,0,30,0,12,0,1,1,10,27,5,0
277681,202201,1326666,2,50000,1,29,465,1,4,0,0,1,0,40,0,14,0,1,1,13,12,17,0
277684,202201,1326694,1,40000,1,37,515,1,4,1,0,0,0,40,0,12,0,1,1,18,31,6,0
277692,202201,1326726,1,35000,0,30,200,0,4,0,0,0,0,60,0,12,0,1,1,4,19,11,0
277703,202201,1326771,2,32500,1,43,210,1,5,0,0,1,0,40,1,18,1,1,1,24,35,8,0
277705,202201,1326773,2,60000,0,27,200,0,4,0,0,0,0,40,0,12,0,1,1,12,11,16,0
277710,202201,1326781,3,60000,0,41,200,0,6,0,0,1,0,40,0,12,0,1,1,16,26,15,0
277713,202201,1326793,2,0,1,32,300,1,4,0,0,0,0,6,0,12,0,1,1,18,21,11,1
277715,202201,1326811,2,13300,0,48,200,0,4,0,0,1,1,40,0,11,0,1,1,16,41,7,0
277716,202201,1326814,1,68000,1,39,515,1,4,1,0,0,0,40,1,18,1,1,1,18,24,15,0
277718,202201,1326823,1,85000,0,40,502,0,5,1,0,0,0,48,0,13,0,1,0,15,24,16,0
277721,202201,1326829,1,103000,1,54,465,1,4,0,0,1,0,43,1,16,0,1,1,8,41,13,0
277731,202201,1326851,1,55000,1,56,500,1,4,1,0,0,0,43,1,16,0,1,1,35,41,15,1
277736,202201,1326868,2,70000,0,31,200,0,5,0,0,0,0,50,0,12,0,1,1,10,16,15,0
277747,202201,1326885,1,148000,0,39,200,0,4,0,0,1,0,50,1,18,1,1,1,8,31,8,0
277753,202201,1326908,2,67000,1,31,500,1,3,1,0,0,0,60,1,16,0,1,1,3,22,9,0
277761,202201,1326936,8,21000,0,23,200,0,4,0,0,1,0,40,0,12,0,1,1,3,14,9,0
277765,202201,1326954,2,48000,1,50,515,1,3,0,0,0,0,40,1,16,0,1,1,24,48,2,0
277775,202201,1326984,3,42000,0,39,200,0,4,0,0,1,0,40,0,12,0,1,1,10,26,13,0
277793,202201,1327046,3,1700,0,29,200,0,5,0,0,0,0,99,0,0,0,1,1,11,29,0,0
277808,202201,1327083,2,48000,0,62,515,0,3,1,0,0,0,66,0,13,0,1,1,41,46,16,1
277809,202201,1327087,1,1000,1,38,200,1,4,0,0,1,0,22,1,18,1,1,1,20,25,13,0
277824,202201,1327126,3,40000,1,21,200,1,4,0,0,1,0,48,0,12,0,1,1,14,13,8,0
277839,202201,1327190,1,88000,0,49,455,0,4,0,0,1,0,40,1,16,0,1,0,23,32,17,0
277849,202201,1327210,1,50000,1,51,500,1,4,1,0,0,0,40,1,20,1,1,1,32,45,6,0
277850,202201,1327210,2,80000,0,55,500,0,6,1,0,0,0,40,1,20,1,1,1,47,46,9,0
277858,202201,1327228,1,0,0,46,210,0,5,0,0,0,0,40,0,11,0,1,1,12,36,10,1
277865,202201,1327233,3,7500,0,28,200,0,5,0,0,0,0,30,0,14,0,1,1,16,17,11,0
277866,202201,1327239,1,20000,1,37,200,1,4,0,0,1,0,40,1,18,1,1,1,20,34,3,0
277873,202201,1327251,1,70000,0,52,511,0,5,1,0,0,0,40,0,12,0,1,1,30,41,11,0
277874,202201,1327251,2,5000,1,52,511,1,6,1,0,0,0,45,0,12,0,1,1,30,37,15,0
277877,202201,1327260,1,94000,0,47,465,0,3,0,0,1,0,45,1,16,0,1,1,38,46,1,0
277894,202201,1327302,1,32000,1,48,200,1,4,0,0,1,0,40,0,12,0,1,1,21,43,5,0
277907,202201,1327350,1,69000,0,46,200,0,4,0,0,1,0,40,0,13,0,1,1,9,42,4,0
277922,202201,1327413,1,57000,1,30,200,1,4,0,0,1,0,48,1,16,0,1,1,3,20,10,0
277926,202201,1327414,4,0,0,25,599,0,3,1,0,0,1,0,1,16,0,1,1,11,15,10,0
277939,202201,1327448,1,175000,1,35,537,1,4,0,0,1,0,40,1,18,1,1,1,19,32,3,0
277968,202201,1327514,1,135000,0,42,200,0,4,0,0,1,0,40,1,16,0,1,1,26,33,9,0
277970,202201,1327519,2,80000,0,52,200,0,5,0,0,1,0,40,0,12,0,1,1,36,35,17,1
277977,202201,1327541,1,50000,1,54,500,1,5,1,0,0,0,40,1,18,1,1,1,15,37,17,0
277986,202201,1327557,2,90000,1,56,210,1,4,0,0,1,0,50,0,12,0,1,1,27,40,16,0
277995,202201,1327590,1,15200,1,62,200,1,1,0,0,1,0,20,0,13,0,1,1,57,56,6,0
277996,202201,1327590,2,45000,1,39,200,1,4,0,0,1,0,36,0,14,0,1,1,23,30,9,0
277997,202201,1327590,6,6000,0,41,200,0,3,0,0,1,0,40,0,13,0,1,1,24,31,10,0
278010,202201,1327615,1,80000,0,51,200,0,3,0,0,1,0,70,0,0,0,1,1,0,46,5,0
278020,202201,1327635,3,36000,1,24,200,1,4,0,0,1,0,40,1,16,0,1,1,4,12,12,0
278025,202201,1327649,1,60000,0,35,200,0,5,0,0,1,0,40,0,12,0,1,1,16,21,14,0
278026,202201,1327649,2,50000,1,35,200,1,5,0,0,1,0,40,0,14,0,1,1,19,18,17,0
278029,202201,1327654,7,40000,0,25,200,0,4,0,0,1,0,50,0,13,0,1,1,3,17,8,0
278048,202201,1327720,1,5000,1,47,200,1,4,0,0,1,0,15,0,12,0,1,1,9,44,3,0
278050,202201,1327729,1,49000,1,52,200,1,4,0,0,1,0,40,0,12,0,1,1,26,49,3,0
278058,202201,1327757,5,22000,1,20,260,1,4,0,0,0,0,40,0,13,0,0,1,7,16,4,0
278066,202201,1327770,2,12000,1,54,200,1,5,0,0,1,0,30,0,12,0,1,1,33,52,2,0
278072,202201,1327781,1,0,1,44,200,1,5,0,0,0,0,20,0,13,0,1,1,8,39,5,1
278084,202201,1327817,2,45000,1,58,200,1,5,0,0,1,0,40,0,14,0,1,1,35,52,6,0
278085,202201,1327819,1,46000,0,44,200,0,4,0,0,1,0,40,1,16,0,1,1,20,37,7,0
278086,202201,1327819,2,25000,1,41,200,1,5,0,0,1,0,40,0,12,0,1,1,16,26,15,0
278100,202201,1327856,1,102000,1,41,517,1,5,1,0,0,0,40,1,16,0,1,1,25,40,1,0
278102,202201,1327865,1,4500,1,57,300,1,3,0,0,1,0,40,1,16,0,1,1,58,46,11,1
278107,202201,1327879,1,45000,1,51,210,1,4,0,0,0,0,50,0,14,0,1,1,22,36,15,0
278113,202201,1327891,1,0,1,34,200,1,4,0,0,0,0,8,1,16,0,1,1,9,17,17,1
278115,202201,1327892,2,0,1,52,200,1,6,0,0,1,0,40,0,12,0,1,1,9,35,17,1
278119,202201,1327898,3,30000,0,31,200,0,5,0,0,0,0,43,0,12,0,1,1,17,17,14,0
278124,202201,1327909,7,19000,0,25,200,0,4,0,0,0,0,40,0,12,0,1,1,1,12,13,0
278131,202201,1327917,1,74000,0,53,210,0,4,0,0,1,0,40,1,18,1,1,1,41,38,15,0
278133,202201,1327927,1,75000,0,30,200,0,5,0,0,0,0,70,0,12,0,1,1,5,20,10,0
278156,202201,1328019,2,30000,1,57,453,1,4,0,0,1,0,18,0,12,0,1,0,49,43,14,0
278182,202201,1328119,2,111000,1,28,426,1,3,0,0,1,0,40,1,16,0,1,0,10,23,5,0
278191,202201,1328145,3,43000,0,33,515,0,3,1,0,0,0,43,1,18,1,1,1,22,29,4,0
278201,202201,1328173,2,65000,1,43,200,1,4,0,0,1,0,50,1,16,0,1,1,17,33,10,0
278202,202201,1328176,1,50000,0,26,200,0,4,0,0,1,0,40,0,12,0,1,1,16,18,8,0
278217,202201,1328216,2,80000,0,39,210,0,4,0,0,0,0,40,1,16,0,1,1,6,33,6,0
278231,202201,1328248,2,20000,1,41,300,1,1,0,0,1,0,40,1,16,0,1,1,4,41,0,0
278235,202201,1328259,1,40100,1,60,200,1,4,0,0,0,0,40,0,6,0,1,1,32,50,10,0
278243,202201,1328296,2,50000,1,32,200,1,4,0,0,1,0,40,0,12,0,1,1,10,30,2,0
278244,202201,1328296,8,20600,1,32,200,1,5,0,0,1,0,52,0,6,0,1,1,13,28,4,0
278253,202201,1328308,2,260000,0,66,455,0,3,0,0,1,0,50,0,14,0,1,0,50,56,10,0
278265,202201,1328362,2,0,1,55,200,1,4,0,0,1,1,0,0,12,0,1,1,25,41,14,0
278270,202201,1328383,1,55000,1,52,200,1,5,0,0,1,0,40,0,12,0,1,1,33,41,11,0
278272,202201,1328391,1,100000,1,29,150,1,3,1,0,0,0,40,1,18,1,1,1,17,25,4,0
278295,202201,1328469,1,18000,1,54,200,1,5,0,0,0,0,18,0,12,0,1,1,3,44,10,0
278300,202201,1328483,1,93000,0,37,522,0,4,0,0,1,0,40,1,20,1,1,1,10,22,15,0
278305,202201,1328493,2,63000,1,58,250,1,5,0,0,1,0,50,1,16,0,1,1,27,42,16,0
278318,202201,1328548,2,70000,1,56,200,1,4,0,0,1,0,40,1,18,1,1,1,21,44,12,0
278334,202201,1328605,3,18000,1,25,200,1,4,0,0,1,0,40,0,13,0,1,1,4,13,12,0
278335,202201,1328605,4,12000,1,23,200,1,4,0,0,1,0,16,0,13,0,1,1,4,13,10,0
278366,202201,1328760,1,45600,1,43,210,1,4,0,0,1,0,40,0,13,0,1,1,22,32,11,0
278367,202201,1328762,1,150000,0,40,465,0,4,0,0,1,0,40,1,18,1,1,1,17,27,13,0
278370,202201,1328772,1,40000,0,37,200,0,4,0,0,1,0,40,0,13,0,1,1,14,30,7,0
278371,202201,1328772,6,25000,0,20,200,0,4,0,0,1,0,40,0,12,0,1,1,1,13,7,0
278384,202201,1328814,1,49000,1,48,200,1,4,0,0,1,0,40,0,13,0,1,1,16,47,1,0
278395,202201,1328879,1,26000,1,26,200,1,4,0,0,0,0,40,0,13,0,1,1,6,18,8,0
278440,202201,1329043,1,300000,0,51,200,0,4,0,0,1,0,65,1,16,0,1,1,27,39,12,0
278444,202201,1329053,2,22300,0,75,210,0,3,0,0,1,0,40,1,16,0,1,1,28,75,0,0
278458,202201,1329096,2,30000,1,56,200,1,4,0,0,1,0,40,1,16,0,1,1,42,51,5,0
278467,202201,1329112,2,50000,1,53,200,1,4,0,0,1,0,40,0,6,0,1,1,15,37,16,0
278470,202201,1329127,2,28400,1,35,515,1,3,1,0,0,0,40,0,14,0,1,1,27,29,6,0
278473,202201,1329144,1,230000,0,54,537,0,4,0,0,1,0,45,1,20,1,1,1,33,38,16,0
278475,202201,1329149,2,42000,0,36,200,0,4,0,0,1,0,37,0,12,0,1,1,7,35,1,0
278480,202201,1329162,1,60000,1,41,210,1,4,0,0,1,0,40,0,13,0,1,1,14,40,1,0
278481,202201,1329163,1,60000,0,25,260,0,3,0,1,0,0,80,1,18,1,0,1,3,18,7,0
278482,202201,1329163,2,40000,1,26,260,1,3,0,1,0,0,40,0,14,0,0,1,8,19,7,1
278485,202201,1329170,1,60000,0,43,200,0,5,0,0,1,0,48,0,0,0,1,1,12,30,13,0
278486,202201,1329183,1,58000,0,56,210,0,1,0,0,0,0,5,0,12,0,1,1,33,42,14,0
278487,202201,1329183,2,14000,1,59,200,1,6,0,0,0,0,40,0,0,0,1,1,35,42,17,0
278491,202201,1329196,2,84000,1,37,522,1,3,0,0,1,0,60,1,16,0,1,1,37,33,4,0
278495,202201,1329210,2,40000,0,47,200,0,4,0,0,1,1,84,0,12,0,1,1,22,36,11,0
278507,202201,1329235,2,28000,1,55,200,1,4,0,0,1,0,30,0,12,0,1,1,35,51,4,0
278527,202201,1329302,2,150000,0,32,411,0,3,0,0,1,0,40,1,16,0,0,0,6,31,1,0
278540,202201,1329330,2,101000,1,36,200,1,4,0,0,1,0,40,1,16,0,1,1,12,32,4,0
278544,202201,1329341,2,0,0,43,200,0,4,0,0,0,0,45,0,8,0,1,1,19,38,5,1
278549,202201,1329355,2,110000,0,47,200,0,1,0,0,0,0,80,0,12,0,1,1,27,46,1,1
278554,202201,1329392,1,35000,0,47,210,0,4,0,0,0,0,40,0,12,0,1,1,5,38,9,0
278556,202201,1329397,2,62000,0,58,200,0,5,0,0,1,0,40,0,12,0,1,1,29,52,6,0
278561,202201,1329406,2,24000,1,42,200,1,4,0,0,1,0,40,0,12,0,1,1,1,34,8,0
278571,202201,1329451,3,22500,0,31,515,0,4,1,0,0,0,40,0,13,0,1,1,28,28,3,0
278575,202201,1329472,1,20000,1,33,200,1,4,0,1,0,0,30,0,14,0,1,1,21,25,8,0
278579,202201,1329486,1,0,1,48,210,1,4,0,0,0,0,50,0,12,0,1,1,16,47,1,1
278585,202201,1329496,1,200000,1,48,413,1,3,0,0,1,0,40,1,20,1,0,0,26,39,9,1
278592,202201,1329518,1,36600,1,57,200,1,3,0,0,0,0,40,0,13,0,1,1,40,42,15,0
278597,202201,1329553,2,44000,1,64,502,1,3,1,0,0,0,48,0,13,0,1,0,61,62,2,0
278599,202201,1329563,2,36000,0,73,413,0,3,0,0,1,0,25,1,16,0,0,0,51,58,15,1
278606,202201,1329579,2,124000,0,35,210,0,5,0,0,0,0,40,0,14,0,1,1,1,23,12,0
278622,202201,1329633,3,1000,1,41,210,1,4,0,0,0,0,40,0,12,0,1,1,17,31,10,0
278626,202201,1329648,2,110000,0,43,300,0,4,0,0,1,0,50,0,14,0,1,1,16,29,14,0
278629,202201,1329653,1,50000,0,57,502,0,5,1,0,0,0,40,1,20,1,1,0,35,41,16,0
278651,202201,1329729,1,15000,0,41,500,0,4,1,0,0,0,40,1,16,0,1,1,29,37,4,0
278652,202201,1329729,2,35000,1,39,300,1,3,0,0,0,0,40,1,16,0,1,1,9,36,3,0
278658,202201,1329733,1,36600,0,62,200,0,5,0,0,1,0,40,0,14,0,1,1,40,48,14,0
278661,202201,1329739,2,150000,1,48,502,1,3,1,0,0,0,45,1,16,0,1,0,48,47,1,0
278668,202201,1329764,1,116000,1,40,502,1,3,1,0,0,0,45,1,16,0,1,0,40,39,1,0
278669,202201,1329766,1,46300,0,58,200,0,5,0,0,0,0,40,0,3,0,1,1,22,41,17,0
278679,202201,1329829,1,100000,0,27,200,0,4,0,0,1,0,60,0,12,0,1,1,7,20,7,1
278685,202201,1329898,2,0,0,49,200,0,4,0,0,1,0,32,0,12,0,1,1,26,44,5,1
278691,202201,1329920,7,16000,1,66,200,1,1,0,0,1,0,40,0,0,0,1,1,29,50,16,0
278693,202201,1329931,1,0,0,68,200,0,6,0,0,1,0,40,0,3,0,1,1,26,51,17,1
278694,202201,1329935,1,300000,0,32,502,0,3,1,0,0,0,36,1,18,1,1,0,15,30,2,0
278720,202201,1330018,3,30000,0,26,300,0,4,0,0,1,0,25,0,14,0,1,1,18,22,4,0
278721,202201,1330018,4,35000,1,23,300,1,4,0,0,1,0,40,0,13,0,1,1,18,22,1,0
278729,202201,1330029,3,40000,1,25,200,1,4,0,0,1,0,40,1,16,0,1,1,20,17,8,0
278730,202201,1330029,4,35000,0,22,200,0,4,0,0,1,0,40,0,12,0,1,1,18,17,5,0
278742,202201,1330048,1,15000,1,53,200,1,5,0,0,1,0,30,0,12,0,1,1,23,41,12,0
278743,202201,1330048,2,35000,0,52,200,0,5,0,0,1,0,40,0,12,0,1,1,17,35,17,0
278768,202201,1330129,1,60000,0,49,200,0,4,0,0,1,0,40,0,13,0,1,1,32,49,0,0
278773,202201,1330148,1,1600,1,59,200,1,4,0,0,0,0,32,1,16,0,1,1,21,51,8,0
278811,202201,1330245,1,68000,1,44,200,1,4,1,0,0,0,48,1,18,1,1,1,38,37,7,0
278812,202201,1330245,3,30000,1,21,200,1,4,1,0,0,0,48,0,14,0,1,1,12,11,10,0
278822,202201,1330269,1,250000,0,44,300,0,4,0,0,1,0,50,1,18,1,1,1,15,31,13,0
278832,202201,1330323,1,537000,0,50,502,0,3,1,1,0,0,80,1,20,1,1,0,37,41,9,0
278835,202201,1330339,2,83000,1,44,200,1,4,0,0,1,0,40,1,16,0,1,1,14,39,5,0
278836,202201,1330346,2,93000,0,50,200,0,3,0,0,1,0,40,1,18,1,1,1,26,38,12,0
278841,202201,1330355,1,39000,0,56,200,0,6,0,0,1,0,70,0,2,0,1,1,50,47,9,0
278842,202201,1330363,1,21600,0,43,300,0,1,0,0,1,0,40,1,16,0,1,1,18,41,2,0
278844,202201,1330366,1,38000,0,50,200,0,5,0,0,0,0,48,0,9,0,1,1,25,35,15,0
278850,202201,1330378,1,56000,0,55,200,0,4,0,0,0,0,40,0,13,0,1,1,24,45,10,0
278852,202201,1330388,1,195000,1,53,502,1,3,1,0,0,0,45,1,18,1,1,0,42,46,7,0
278860,202201,1330415,1,30000,1,39,300,1,4,0,0,1,0,50,1,16,0,1,1,8,22,17,0
278864,202201,1330432,2,40000,1,30,517,1,5,1,0,0,0,40,0,14,0,1,1,9,14,16,0
278871,202201,1330462,1,47500,1,43,200,1,4,0,0,1,0,36,1,18,1,1,1,7,29,14,0
278873,202201,1330477,1,88000,0,53,502,0,4,1,0,0,1,40,1,18,1,1,0,40,44,9,0
278874,202201,1330477,2,82000,1,53,502,1,4,1,0,0,0,35,1,16,0,1,0,29,37,16,0
278891,202201,1330544,1,1600,0,48,210,0,5,0,0,0,0,40,0,12,0,1,1,20,32,16,0
278894,202201,1330561,1,33700,0,46,210,0,5,0,0,0,0,40,0,12,0,1,1,34,33,13,0
278896,202201,1330572,1,110000,0,67,434,0,3,0,0,1,0,48,1,16,0,1,0,46,50,17,0
278912,202201,1330627,1,65000,0,50,210,0,4,0,0,1,0,45,0,13,0,1,1,8,34,16,0
278926,202201,1330657,2,40300,1,40,200,1,4,0,0,1,0,40,0,13,0,1,1,21,31,9,0
278931,202201,1330670,2,72000,0,35,200,0,4,0,0,1,0,60,0,12,0,1,1,1,20,15,1
278933,202201,1330675,1,38000,0,46,200,0,4,0,0,0,0,40,0,12,0,1,1,24,38,8,0
278947,202201,1330707,1,40000,0,66,200,0,5,0,0,0,0,38,0,12,0,1,1,27,51,15,0
278948,202201,1330719,2,80000,0,30,200,0,4,0,0,0,0,40,0,14,0,1,1,3,25,5,0
278954,202201,1330753,1,38100,1,31,300,1,4,0,1,1,0,40,1,16,0,1,1,3,14,17,0
278958,202201,1330763,1,120000,1,41,543,1,3,1,0,0,0,40,1,16,0,1,0,25,39,2,0
278966,202201,1330790,1,16800,1,49,200,1,4,0,0,1,0,30,0,12,0,1,1,14,43,6,0
278968,202201,1330803,1,120000,0,52,522,0,5,0,0,1,0,40,1,18,1,1,1,30,51,1,0
278970,202201,1330803,3,20000,1,21,522,1,4,0,0,1,0,20,1,16,0,1,1,7,11,10,0
278972,202201,1330805,2,50000,0,45,515,0,4,1,0,0,0,40,0,12,0,1,1,33,32,13,0
278974,202201,1330816,2,80000,1,37,300,1,4,0,0,1,0,40,1,18,1,1,1,30,29,8,0
278980,202201,1330829,2,2500,0,20,200,0,5,0,0,0,0,30,0,13,0,1,1,0,5,15,0
278984,202201,1330838,2,80000,1,43,200,1,4,0,0,1,0,40,0,13,0,1,1,14,30,13,0
278993,202201,1330878,2,32000,1,30,200,1,4,0,0,0,0,40,0,12,0,1,1,5,21,9,0
278994,202201,1330882,2,200000,0,40,456,0,4,0,0,1,0,60,1,16,0,1,0,21,38,2,0
279006,202201,1330904,1,40000,0,52,200,0,4,0,0,0,0,40,0,12,0,1,1,20,43,9,0
279010,202201,1330931,2,16000,1,40,200,1,4,0,0,1,0,36,0,12,0,1,1,12,40,0,0
279011,202201,1330933,3,7500,1,23,200,1,4,0,0,1,0,30,0,12,0,1,1,0,17,6,0
279014,202201,1330945,2,23000,0,41,200,0,6,0,0,1,0,40,0,8,0,1,1,11,27,14,0
279018,202201,1330955,2,32000,0,43,200,0,6,0,0,1,0,40,0,6,0,1,1,24,36,7,0
279024,202201,1330979,1,61000,0,62,200,0,5,0,0,1,0,45,0,12,0,1,1,21,46,16,0
279039,202201,1331014,1,26400,1,28,200,1,4,0,0,1,0,38,0,14,0,1,1,7,16,12,0
279040,202201,1331020,1,0,1,62,200,1,4,0,0,0,0,25,0,12,0,1,1,41,54,8,1
279045,202201,1331028,1,50000,0,36,456,0,3,0,0,1,0,50,0,14,0,1,0,30,30,6,0
279056,202201,1331077,2,200000,1,50,513,1,5,1,0,0,0,50,0,12,0,1,1,16,33,17,1
279057,202201,1331081,1,16000,0,61,200,0,4,0,0,1,0,40,0,12,0,1,1,54,53,8,0
279065,202201,1331103,1,61000,1,31,522,1,3,1,0,1,0,10,1,20,1,1,1,21,20,11,0
279072,202201,1331119,1,73000,1,57,502,1,3,1,0,0,0,40,1,18,1,1,0,50,49,8,0
279089,202201,1331205,1,34000,1,48,200,1,4,0,0,0,0,40,0,13,0,1,1,37,47,1,0
279091,202201,1331208,2,29000,0,54,210,0,6,0,0,0,0,40,0,0,0,1,1,16,40,14,0
279092,202201,1331209,1,537000,1,48,413,1,3,0,0,1,0,45,1,18,1,0,0,48,47,1,0
279101,202201,1331256,2,36000,0,56,200,0,5,0,0,0,0,40,0,11,0,1,1,37,43,13,0
279107,202201,1331280,2,45000,0,50,200,0,5,0,0,1,0,40,0,10,0,1,1,10,36,14,0
279112,202201,1331298,1,150000,1,40,410,1,3,1,0,0,0,40,1,16,0,0,0,24,27,13,0
279116,202201,1331309,1,79000,1,30,200,1,4,0,0,1,0,40,1,18,1,1,1,15,22,8,0
279124,202201,1331335,3,8000,0,20,200,0,4,0,0,0,0,8,0,0,0,1,1,0,5,15,0
279128,202201,1331339,3,7200,0,26,200,0,4,0,0,1,0,15,0,13,0,1,1,12,15,11,1
279129,202201,1331339,4,4000,1,25,200,1,4,0,0,1,0,8,1,16,0,1,1,16,19,6,0
279148,202201,1331390,1,94000,0,31,200,0,5,0,0,0,0,50,0,12,0,1,1,7,17,14,0
279151,202201,1331393,2,80000,0,32,502,0,4,1,0,0,0,40,1,16,0,1,0,12,20,12,0
279155,202201,1331406,1,110000,0,44,500,0,4,1,0,0,0,40,1,18,1,1,1,28,37,7,0
279160,202201,1331432,1,20000,0,67,200,0,3,0,0,0,0,25,0,12,0,1,1,46,53,14,0
279162,202201,1331440,1,13000,0,57,200,0,6,0,0,1,0,48,0,14,0,1,1,6,41,16,0
279203,202201,1331570,1,15600,0,40,200,0,3,0,0,1,0,40,0,11,0,1,1,17,26,14,0
279216,202201,1331623,1,0,1,45,200,1,4,0,0,1,0,50,0,0,0,1,1,2,40,5,1
279257,202201,1331723,2,15000,0,29,200,0,4,0,0,1,0,40,0,14,0,1,1,7,26,3,0
279263,202201,1331740,1,27000,0,50,200,0,4,0,0,1,0,40,0,12,0,1,1,14,35,15,0
279264,202201,1331740,2,41600,1,47,200,1,4,0,0,1,0,40,0,14,0,1,1,27,37,10,0
279278,202201,1331789,1,42000,0,57,200,0,4,0,0,0,0,40,0,13,0,1,1,33,51,6,0
